id,user_id,QoA_VLCresolution,QoA_VLCbitrate,QoA_VLCframerate,QoA_VLCdropped,QoA_VLCaudiorate,QoA_VLCaudioloss,QoA_BUFFERINGcount,QoA_BUFFERINGtime,QoS_type,QoS_operator,QoD_model,QoD_os-version,QoD_api-level,QoU_sex,QoU_age,QoU_Ustedy,QoF_begin,QoF_shift,QoF_audio,QoF_video,MOS
208,18,360,412.95685,29.68333333,1,43.96666667,0,1,1983,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,33,5,2,4,4,3,3
384,41,360,408.86365,25.13333333,0,44.46666667,0,1,1983,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,23,5,3,5,4,5,4
1218,131,360,486.81885,25.11666667,0,44.46666667,0,1,1985,4,3,D5803,4.4.4(suv3Rw),19,1,27,5,4,5,4,4,4
216,19,360,391.41974,29.81666667,3,43.5,0,1,1986,2,1,HTC One X+,4.1.1(122573.16),16,1,27,5,2,5,5,3,4
1155,128,360,472.11877,25.05,0,44.46666667,0,1,1987,4,3,D5803,4.4.4(suv3Rw),19,1,27,5,4,5,5,5,5
324,33,360,733.4074,25.25,1,44.15,0,1,1989,5,4,GT-I9300,4.3(I9506XXUBML5),18,1,26,5,4,3,3,2,3
654,82,360,409.503,29.65,0,43.95,0,1,1994,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,4,4,5,4
124,7,360,681.14984,25.11666667,0,44.46666667,0,1,1996,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,0,28,5,5,2,4,4,4
119,6,240,119.820984,23.95,0,22.1,0,1,2001,5,1,ARCHOS 101G9,4.0.4(20130118.175432),15,0,26,5,4,4,4,3,4
417,46,360,186.6338,30.28333333,3,44.18333333,3,1,2004,2,1,HTC One X+,4.1.1(122573.16),16,1,25,5,4,5,5,5,5
1427,138,360,399.679,30.1,0,44.26666667,0,1,2004,5,4,GT-I9300,4.3(I9300XXUGNB5),18,1,26,5,5,5,5,5,5
1082,125,360,528.7226,25.01666667,0,44.15,0,1,2005,2,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
575,68,360,411.8482,29.96666667,0,43.96666667,0,2,2007,2,2,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,4,5,4,4,4
1507,142,360,294.02097,25.3,0,22.16666667,0,1,2008,5,4,D5803,4.4.4(suv3Rw),19,1,36,4,5,5,3,3,4
85,4,360,568.9531,24.76666667,1,43.78333333,0,1,2008,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,38,5,5,5,5,5,5
347,35,360,578.273,30.06666667,0,44.26666667,0,2,2010,4,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,0,37,5,4,5,5,5,5
221,19,240,70.90032,24.78333333,0,21.85,0,1,2011,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,3,3,3,3,3
813,102,360,476.46927,25.11666667,0,44.46666667,0,1,2012,5,1,D5803,4.4.4(suv3Rw),19,1,19,5,3,5,4,5,4
1647,153,360,391.82187,30.1,0,44.3,0,1,2012,5,4,GT-I9195,4.4.2(I9195XXUCNK4),19,0,38,5,5,5,4,5,4
1843,175,360,400.24234,29.95,0,44.06666667,0,2,2013,4,3,D5803,4.4.4(suv3Rw),19,1,52,5,4,5,4,4,4
422,47,360,612.11127,29.61666667,1,43.63333333,0,1,2014,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,5,3,3,4
862,110,360,300.1016,30.41666667,2,44.2,0,1,2037,4,1,D5803,4.4.4(suv3Rw),19,1,20,2,4,4,4,4,4
190,15,360,391.94934,30.15,0,43.95,0,2,2038,4,4,GT-I9300,4.1.2(I9300XXELL4),16,1,24,5,4,4,4,4,4
755,93,360,413.5134,29.98333333,1,43.96666667,0,2,2039,2,2,ARCHOS 101G9,4.0.4(20130118.175432),15,0,19,5,3,5,5,5,4
1628,151,360,63.705845,12.25,1,22.28333333,1,1,2042,5,4,GT-I9300,5.1.1(456c49d1b2),22,1,33,5,5,5,1,4,2
1633,152,360,548.92694,30.48333333,1,45.7,0,1,2044,5,4,GT-I9191,5.1.1(456c49d1b2),22,0,29,4,4,5,3,5,4
59,2,360,566.1784,24.66666667,0,43.78333333,0,1,2046,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,28,5,4,4,4,4,4
652,81,360,488.553,24.78333333,7,43.78333333,0,1,2048,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,18,5,4,5,4,4,4
795,100,360,844.24054,25.06666667,0,44.46666667,0,1,2049,2,3,HTC One X+,4.1.1(122573.16),16,1,52,5,3,4,3,2,3
272,26,360,568.4265,29.78333333,0,43.96666667,0,1,2051,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,33,5,5,5,5,4,5
265,25,360,793.55505,25.08333333,0,44.46666667,0,1,2052,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,28,5,3,4,2,3,2
1248,132,240,115.41548,23.98333333,0,22.1,0,1,2053,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,3,5,5,5,5
1164,128,360,399.94077,30.05,0,44.2,0,1,2055,4,3,D5803,4.4.4(suv3Rw),19,1,27,5,4,5,5,5,5
725,87,360,722.55536,24.93333333,0,44.13333333,0,1,2060,2,3,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,28,5,4,5,4,4,4
218,19,360,186.14476,30.31666667,1,44.21666667,0,1,2061,2,1,HTC One X+,4.1.1(122573.16),16,1,27,5,3,5,5,5,5
228,20,360,736.0236,24.1,0,44.18333333,4,1,2062,2,1,HTC One X+,4.1.1(122573.16),16,1,29,5,3,5,4,4,4
82,4,360,391.9321,30.06666667,2,44.23333333,0,1,2068,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,38,5,4,5,5,5,5
1414,138,360,235.20056,24.76666667,0,21.83333333,0,1,2070,5,4,Nexus 4,5.0.1(1602158),22,1,26,5,5,5,2,3,2
2075,181,360,74.52797,8.316666667,0,21.81666667,0,1,2072,5,1,GT-I9300,4.1.2(I9300XXELL4),19,1,19,4,3,2,2,3,2
327,33,360,391.82825,30,0,44.16666667,0,1,2076,4,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,26,5,1,5,4,4,4
373,39,360,603.7858,24.98333333,0,44.13333333,0,1,2079,4,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,20,5,4,4,4,4,4
297,29,240,70.644226,24.75,1,21.83333333,0,1,2081,5,4,GT-I9300,4.3(I9506XXUBML5),18,1,25,5,5,4,4,4,4
1432,138,240,115.128975,23.96666667,0,22.1,0,1,2082,5,4,Nexus 4,5.0.1(1602158),22,1,26,5,4,4,3,3,4
1035,124,360,399.1577,30.01666667,0,44.16666667,0,1,2083,2,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
1639,153,360,400.06735,30.15,0,43.96666667,0,1,2083,5,4,GT-I9195,4.4.2(I9195XXUCNK4),19,0,38,4,4,5,4,4,4
379,40,360,409.08536,29.98333333,1,43.96666667,0,1,2084,3,1,HTC One X+,4.1.1(122573.16),16,1,21,5,4,5,4,5,4
784,97,360,392.40408,30.06666667,0,44.25,0,1,2088,4,3,HTC One X+,4.1.1(122573.16),16,1,19,5,4,5,4,4,4
452,50,360,550.0013,24.61666667,0,43.76666667,0,1,2090,4,1,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,25,5,4,5,3,4,3
329,33,360,480.40112,25.08333333,0,44.46666667,0,1,2091,4,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,26,5,3,5,5,5,5
1689,158,360,566.8959,24.75,0,43.78333333,0,1,2091,5,1,GT-I9195,4.4.2(I9195XXUCNK4),19,1,40,5,3,5,4,5,4
930,118,360,547.9913,24.96666667,0,44.13333333,0,1,2094,4,3,D5803,4.4.4(suv3Rw),19,1,35,5,4,5,4,4,4
482,55,360,576.4589,30.1,1,44.26666667,0,1,2095,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,44,5,2,5,5,5,5
1420,138,360,1438.2487,29.65,0,43.65,0,2,2097,5,4,GT-I9300,4.3(I9300XXUGNB5),18,1,26,5,5,5,5,3,5
1677,158,360,491.378,29.68333333,0,43.96666667,0,1,2099,5,4,GT-I9195,4.4.2(I9195XXUCNK4),19,1,40,5,4,5,5,5,5
1600,151,360,97.61349,11.93333333,0,21.83333333,0,2,2099,5,4,GT-I9300,5.1.1(456c49d1b2),22,1,33,5,4,5,1,3,1
1606,151,360,390.9255,30.48333333,0,44.3,0,1,2100,5,4,GT-I9300,5.1.1(456c49d1b2),22,1,33,5,4,5,3,3,4
1225,131,360,591.3067,25.05,0,44.46666667,0,1,2101,4,3,D5803,4.4.4(suv3Rw),19,1,27,5,5,5,4,5,5
966,120,360,661.4645,30.08333333,0,44.25,0,1,2104,2,3,D5803,4.4.4(suv3Rw),19,1,29,5,4,5,4,4,4
1157,128,360,724.4732,24.65,0,43.78333333,0,1,2109,4,3,D5803,4.4.4(suv3Rw),19,1,27,5,5,5,5,5,5
99,5,360,389.37396,29.95,0,44.16666667,0,1,2109,5,1,GT-I9300,4.1.2(I9300XXELL4),16,1,24,5,4,5,5,5,5
958,119,360,710.2274,25.06666667,0,44.48333333,0,1,2110,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
946,119,360,478.0854,24.66666667,0,43.78333333,0,1,2111,2,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
450,50,360,731.59125,24.68333333,0,43.78333333,0,1,2111,4,1,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,25,5,4,5,4,5,4
1437,139,360,293.6405,24.75,0,43.13333,0,1,2114,5,4,D5803,4.4.4(suv3Rw),19,1,39,5,3,4,4,4,4
1237,131,360,815.44934,25.08333333,0,44.46666667,0,2,2115,2,3,D5803,4.4.4(suv3Rw),19,1,27,5,4,5,5,5,5
214,19,360,186.61743,30.06666667,1,44.23333333,0,1,2117,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,4,5,4,5,4
1031,124,360,676.97943,30.13333333,0,44.65,0,1,2118,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
1247,132,360,359.5045,24.11666667,0,44.3,0,1,2119,2,3,D5803,4.4.4(suv3Rw),19,1,30,5,3,5,4,4,4
1182,130,360,473.23514,25.1,0,44.46666667,0,1,2122,2,3,D5803,4.4.4(suv3Rw),19,1,29,5,4,5,4,4,4
870,111,360,412.7672,29.68333333,0,43.96666667,0,1,2122,4,3,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,4,5,4,4,5
227,19,360,415.93106,30.13333333,1,44.28333333,0,1,2123,2,1,HTC One X+,4.1.1(122573.16),16,1,27,5,3,5,4,3,4
1700,160,360,294.32495,24.91666667,0,21.83333333,0,2,2124,5,4,ARCHOS 101G9,4.0.4(20130118.175432),15,1,55,4,3,2,3,2,3
62,2,360,578.27216,30.1,1,44.26666667,0,1,2126,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,28,5,4,4,5,4,4
1042,124,360,487.41016,25.06666667,0,44.46666667,0,1,2128,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
1271,134,360,171.72276,24.88333333,0,21.8,0,1,2130,4,1,D5803,4.4.4(suv3Rw),19,1,26,5,5,5,5,5,5
203,17,360,730.6079,24.8,1,43.78333333,0,1,2134,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,39,5,3,2,4,2,2
1903,180,360,731.0063,24.7,0,43.78333333,0,1,2137,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,4,5,4,4,5
1321,136,360,82.96909,11.93333333,0,21.83333333,0,1,2137,5,4,SM-G900F,5.0(G900FXXU1BOC7),21,1,31,5,4,5,2,3,2
1305,135,360,567.83997,24.76666667,0,43.78333333,0,1,2140,5,4,D5803,4.4.4(suv3Rw),19,1,25,5,5,5,4,5,4
257,24,360,491.44678,25.26666667,0,44.15,0,1,2143,3,1,HTC One X+,4.1.1(122573.16),16,1,23,5,3,5,4,4,4
878,113,360,336.47708,24.08333333,0,44.26666667,0,1,2143,4,3,D5803,4.4.4(suv3Rw),19,1,26,5,4,5,5,5,5
311,31,240,70.62236,24.71666667,0,21.8,0,1,2146,4,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,3,5,4,4,4
925,118,360,409.50952,25.08333333,0,44.46666667,0,1,2147,2,3,D5803,4.4.4(suv3Rw),19,1,35,5,4,4,4,4,4
1867,178,360,528.6959,24.05,0,44.51666667,0,1,2152,4,3,GT-I9195,4.4.2(I9195XXUCNK1),19,1,23,5,4,5,4,4,4
1535,145,360,98.00966,29.76666667,0,21.8,0,1,2153,5,4,SM-N9005,4.4.2(N9005XXUGNI4),19,1,25,5,5,5,4,4,4
458,51,360,412.86026,29.55,1,43.63333333,0,1,2155,4,3,D5803,4.4.4(suv3Rw),19,0,26,5,4,5,4,4,4
1900,180,360,1540.1174,30.35,0,44.3,0,1,2155,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,2,3,4,3,3
1178,130,360,364.09958,25,0,44.13333333,0,1,2156,4,3,D5803,4.4.4(suv3Rw),19,1,29,5,5,5,5,5,5
942,119,360,336.03607,24.08333333,0,44.25,0,1,2160,2,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
1211,130,360,525.15027,24.95,0,44.13333333,0,1,2161,2,3,D5803,4.4.4(suv3Rw),19,1,29,5,4,5,4,4,4
147,9,360,608.4345,25.08333333,0,44.46666667,0,1,2161,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,4,4,3,5,4
1435,139,360,68.39295,11.93333333,0,21.83333333,0,1,2162,5,4,D5803,4.4.4(suv3Rw),19,1,39,5,4,4,2,2,2
775,96,360,392.50256,30.05,0,44.23333333,0,1,2163,4,3,HTC One X+,4.1.1(122573.16),16,1,23,5,2,2,2,4,4
1188,130,360,912.4891,25.3,1,45.2,0,2,2165,2,3,D5803,4.4.4(suv3Rw),19,1,29,5,4,5,4,4,4
836,105,240,115.822,23.96666667,0,22.1,0,1,2166,2,3,D5803,4.4.4(suv3Rw),19,1,43,5,2,5,2,3,2
534,64,360,327.26395,29.78333333,2,43.96666667,0,1,2169,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,26,5,4,5,5,5,5
1706,161,360,81.42018,8.466666667,0,21.8,0,1,2176,4,4,ARCHOS 101G9,4.0.4(20130118.175432),15,0,45,4,3,4,2,4,2
1710,162,360,71.09482,10.11666667,0,21.83333333,0,1,2176,5,4,ARCHOS 101G9,4.0.4(20130118.175432),15,0,50,4,3,5,3,5,3
316,31,360,585.89044,25.11666667,0,44.46666667,0,1,2180,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,3,5,3,4,4
1175,129,360,217.34631,29.78333333,0,43.96666667,0,1,2188,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,5,5,5,5,5
350,35,240,119.57998,23.93333333,0,22.1,0,1,2189,4,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,0,37,5,4,5,3,4,3
650,81,360,195.40213,24.11666667,1,44.28333333,0,1,2190,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,18,5,4,5,4,4,4
1594,150,360,391.19022,30.4,0,44.16666667,0,2,2191,5,4,D5803,4.4.4(suv3Rw),19,1,55,5,5,4,3,3,3
865,110,360,544.289,25.08333333,0,44.46666667,0,1,2196,2,3,D5803,4.4.4(suv3Rw),19,1,20,2,3,4,3,4,4
402,44,360,872.6489,30.6,1,45.03333333,0,2,2201,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,22,5,4,4,2,3,3
1559,148,360,71.33064,9.966666667,0,21.83333333,0,1,2201,5,4,GT-I9300,5.1.1(456c49d1b2),22,1,38,5,4,5,5,4,3
833,104,360,399.01578,30.03333333,0,44.16666667,0,1,2203,2,3,D5803,4.4.4(suv3Rw),19,0,21,5,2,5,4,3,4
1353,137,360,93.6562,12.1,0,21.83333333,0,1,2203,5,4,D5803,4.4.4(suv3Rw),19,1,26,5,4,4,2,4,2
182,13,240,118.93226,23.93333333,0,22.1,0,1,2203,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,29,5,4,3,3,3,3
391,42,360,390.29114,30.05,0,44.2,0,1,2203,5,4,HTC One X+,4.1.1(122573.16),16,1,26,5,4,5,5,4,4
1720,163,360,171.79665,24.75,1,21.83333333,0,1,2204,5,4,ARCHOS 101G9,4.0.4(20130118.175432),15,1,22,5,4,5,3,4,3
1634,152,360,235.21524,24.91666667,0,21.83333333,0,2,2204,5,4,GT-I9192,5.1.1(456c49d1b2),22,0,29,5,4,5,3,4,4
1657,155,360,55.222576,11.93333333,0,21.83333333,0,1,2205,5,4,Nexus 4,5.0.1(1602158),22,0,33,5,4,5,2,3,3
1718,163,360,81.46521,8.316666667,0,21.83333333,0,1,2206,5,4,ARCHOS 101G9,4.0.4(20130118.175432),15,1,22,5,2,2,1,2,1
1094,125,360,813.3838,25.05,0,44.46666667,0,1,2208,2,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
661,83,360,578.2975,30.1,0,44.23333333,0,1,2210,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,30,5,4,5,4,4,4
919,117,360,359.7141,24.08333333,0,44.25,0,1,2216,2,3,D5803,4.4.4(suv3Rw),19,0,29,5,4,5,4,4,4
1728,164,360,435.7972,24.96666667,0,44.13333333,0,2,2216,2,3,Nexus 4,5.0.1(1602158),22,1,30,5,3,5,4,4,4
317,31,360,653.60443,29.73333333,2,43.96666667,0,1,2216,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,3,5,4,4,4
260,24,360,408.75183,29.98333333,0,43.96666667,0,1,2217,2,1,HTC One X+,4.1.1(122573.16),16,1,23,5,2,5,4,4,3
1015,123,360,728.2691,29.7,0,43.96666667,0,1,2220,4,3,D5803,4.4.4(suv3Rw),19,1,24,5,4,5,4,4,4
437,49,360,438.93826,24.7,0,43.78333333,0,1,2220,5,4,HTC One X+,4.1.1(122573.16),16,1,24,5,3,5,4,4,4
1669,157,360,115.977356,11.93333333,0,21.83333333,0,1,2222,5,4,Nexus 4,5.1.1(478106bf5f),22,0,30,5,4,5,2,3,3
1320,136,360,110.652214,12.11666667,0,22.13333333,0,1,2222,5,4,SM-G900F,5.0(G900FXXU1BOC7),21,1,31,5,3,5,2,3,2
741,89,360,391.74503,30.11666667,0,44.33333333,0,1,2223,4,4,HTC One X+,4.1.1(122573.16),19,0,23,5,4,4,4,4,4
1113,126,360,603.3961,24.7,0,43.8,0,1,2225,4,3,D5803,4.4.4(suv3Rw),19,1,19,5,5,5,5,4,5
274,26,360,664.76654,24.95,0,44.13333333,0,1,2226,4,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,33,5,2,5,3,4,3
1044,124,360,736.0207,23.83333333,0,43.88333333,0,1,2231,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
1028,123,360,410.05722,24.63333333,0,43.76666667,0,1,2234,2,3,D5803,4.4.4(suv3Rw),19,1,24,5,4,5,4,4,4
248,22,360,716.3734,25.28333333,0,44.45,4,1,2237,2,1,HTC One X+,4.1.1(122573.16),16,0,26,5,4,5,5,4,5
1670,157,360,105.65545,12.03333333,0,22.08333333,0,1,2237,5,4,Nexus 4,5.1.1(478106bf5f),22,0,30,5,3,5,2,3,3
1055,125,360,527.2753,24.66666667,0,43.8,0,1,2242,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,3,4,4
1345,136,360,472.70947,25.31666667,0,44.46666667,0,1,2242,5,4,SM-G900F,5.0(G900FXXU1BOC7),21,1,31,5,4,5,4,4,4
1251,132,360,48.919403,10.2,0,22.06666667,0,2,2243,2,2,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,1,4,3
1627,151,360,93.67362,12.1,0,21.83333333,0,1,2244,5,4,D5802,4.4.4(suv3Rw),19,1,33,5,5,5,2,4,2
926,118,360,606.4425,24.7,0,43.8,0,1,2247,2,3,D5803,4.4.4(suv3Rw),19,1,35,5,4,5,4,4,4
1047,124,360,245.2117,29.65,0,43.95,0,1,2247,2,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
936,118,360,382.78873,29.8,0,43.96666667,0,1,2249,2,3,D5803,4.4.4(suv3Rw),19,1,35,5,4,4,4,4,4
545,64,360,395.932,30.15,0,43.98333333,0,1,2249,3,4,SM-G900F,4.4.2(G900FXXU1ANG9),19,1,26,5,3,5,4,4,4
280,27,360,726.0466,25.11666667,0,44.46666667,0,1,2249,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,2,4,4,3,4
1626,151,360,171.7428,24.9,0,21.81666667,0,1,2251,5,4,HTC One_M8,5.0.1(457188.4),21,1,33,5,5,4,4,4,4
73,3,360,577.9735,30.1,2,44.26666667,0,2,2252,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,4,4,4,5,4
207,18,360,409.38754,29.71666667,4,43.96666667,0,1,2254,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,33,5,4,5,5,5,5
624,77,360,391.991,30,0,43.73333333,0,2,2256,2,2,GT-I9195,4.4.2(I9195XXUCNK1),19,1,22,5,3,5,4,4,4
1109,126,360,735.98834,23.83333333,0,43.86666667,0,1,2257,4,3,D5803,4.4.4(suv3Rw),19,1,19,5,4,5,4,4,4
341,34,360,299.74304,30.01666667,0,44.2,0,1,2257,4,4,SM-G900F,4.4.2(G900FXXU1ANG2),19,1,26,5,3,5,5,3,5
1471,140,360,109.41972,11.93333333,0,21.83333333,0,1,2257,5,4,D5803,4.4.4(suv3Rw),19,1,40,2,5,5,3,4,3
1104,126,360,337.69095,23.68333333,0,43.53333333,0,1,2258,4,3,D5803,4.4.4(suv3Rw),19,1,19,5,4,5,4,4,4
844,106,360,225.26753,30.06666667,0,44.25,0,1,2262,2,3,D5803,4.4.4(suv3Rw),19,1,53,5,2,5,5,4,5
1068,125,360,402.8704,30.05,0,44.2,0,1,2269,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
1079,125,360,203.26901,29.75,0,43.96666667,0,1,2274,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
1805,172,360,810.51013,25.08333333,0,44.46666667,0,1,2277,4,3,GT-I9195,4.4.2(I9195XXUCNK4),19,1,28,5,4,5,4,3,4
1108,126,360,658.3069,24.71666667,0,43.78333333,0,1,2279,2,3,D5803,4.4.4(suv3Rw),19,1,19,5,4,5,4,4,4
599,73,360,735.641,23.81666667,0,43.85,0,1,2279,5,4,HTC One X+,4.1.1(122573.16),16,1,18,5,4,4,5,4,4
1009,122,360,477.13586,25.1,0,44.46666667,0,1,2281,4,3,D5803,4.4.4(suv3Rw),19,1,32,5,4,5,4,4,4
998,122,360,661.314,30.08333333,0,44.26666667,0,1,2282,2,3,D5803,4.4.4(suv3Rw),19,1,32,5,4,5,4,4,5
475,53,360,657.7213,25.3,1,45.2,0,2,2283,5,2,HTC One X+,4.1.1(122573.16),16,1,24,5,3,5,4,4,4
1081,125,360,656.02185,29.75,0,43.96666667,0,1,2285,2,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
1086,125,360,491.0628,24.66666667,0,43.78333333,0,1,2286,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
229,19,360,391.50916,30.1,1,44.23333333,0,1,2286,5,4,GT-I9195,4.4.2(I9195XXUCNK4),19,1,27,5,5,5,5,5,5
1174,129,360,244.38437,29.71666667,0,43.96666667,0,1,2288,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,5,5,5
924,118,360,662.08203,25.1,0,44.46666667,0,1,2289,2,3,D5803,4.4.4(suv3Rw),19,1,35,5,4,5,4,4,4
71,3,360,327.66165,30.11666667,0,43.98333333,0,2,2289,2,2,GT-I9300,4.1.2(I9300XXELL4),16,1,27,5,4,4,5,4,4
1177,130,360,654.0656,29.75,0,43.96666667,0,1,2289,4,3,D5803,4.4.4(suv3Rw),19,1,29,5,5,5,5,5,5
1348,137,360,2196.6013,25.31666667,0,44.13333333,0,1,2290,5,4,D5803,4.4.4(suv3Rw),19,1,26,5,5,5,5,5,5
848,107,240,55.106056,24.73333333,0,21.8,0,1,2291,4,3,D5803,4.4.4(suv3Rw),19,1,26,5,2,5,3,3,4
1555,147,360,409.51236,25.13333333,0,44.46666667,0,1,2294,5,4,GT-I9300,5.1.1(456c49d1b2),22,1,28,5,4,4,4,3,4
1694,159,360,235.53598,24.71666667,0,21.81666667,0,1,2297,4,1,D5803,4.4.4(suv3Rw),19,1,55,4,3,4,3,4,3
84,4,360,627.8068,25.08333333,0,44.46666667,0,1,2297,5,1,GT-I9195,4.4.2(I9195XXUCNK1),19,1,38,5,3,4,4,4,4
1690,158,360,566.32764,24.73333333,1,43.8,0,1,2300,5,1,GT-I9195,4.4.2(I9195XXUCNK4),19,1,40,5,3,5,4,4,4
1078,125,360,244.28574,29.8,0,43.96666667,0,1,2301,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
1898,180,360,235.3859,29.83333333,0,21.81666667,0,2,2302,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,25,5,4,5,3,4,3
1671,157,240,49.633812,11.93333333,0,21.83333333,0,1,2302,5,4,Nexus 4,5.1.1(478106bf5f),22,0,30,5,4,5,3,4,3
818,102,360,660.51965,25,0,44.13333333,0,2,2308,4,4,D5803,4.4.4(suv3Rw),19,1,19,5,5,5,3,4,3
988,121,360,731.46906,24.68333333,0,43.78333333,0,1,2309,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
1092,125,360,451.97867,24.96666667,0,44.13333333,0,1,2314,2,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,5,4,4,4
1798,172,360,566.9062,24.76666667,0,43.78333333,0,1,2314,4,3,SM-G900F,5.0(G900FXXU1BOC2),21,1,28,5,4,5,4,3,4
1468,140,360,412.84174,29.65,0,43.88333333,0,2,2317,5,4,D5803,4.4.4(suv3Rw),19,1,40,3,4,5,5,5,5
820,102,360,661.96234,25,0,44.13333333,0,2,2322,4,4,D5803,4.4.4(suv3Rw),19,1,19,5,5,5,4,4,4
1133,127,360,397.4947,24.81666667,0,43.81666667,0,1,2323,4,3,D5803,4.4.4(suv3Rw),19,1,23,5,4,4,4,4,4
1219,131,360,661.23267,30.08333333,1,44.23333333,0,1,2327,5,1,D5803,4.4.4(suv3Rw),19,1,27,5,4,5,5,5,5
1646,153,360,235.14384,24.75,0,21.83333333,0,1,2331,5,1,GT-I9195,4.4.2(I9195XXUCNK4),19,0,38,5,3,4,2,4,2
1170,129,360,342.28003,24.66666667,0,43.78333333,0,1,2332,4,3,D5803,4.4.4(suv3Rw),19,1,30,5,4,4,3,3,3
1107,126,360,474.92255,25.03333333,1,44.45,0,1,2335,4,3,D5803,4.4.4(suv3Rw),19,1,19,5,4,5,4,4,4
842,106,360,307.2874,29.68333333,0,43.96666667,0,1,2336,2,3,D5803,4.4.4(suv3Rw),19,1,53,5,2,5,5,5,5
146,9,360,245.02713,29.66666667,1,43.96666667,0,1,2336,5,4,GT-I9195,4.4.2(I9195XXUCNK1),19,1,27,5,4,4,4,5,4
1199,130,360,844.46234,25.06666667,0,44.46666667,0,1,2337,4,3,D5803,4.4.4(suv3Rw),19,1,29,5,5,5,5,5,5
1664,156,360,224.32558,30.11666667,0,44.31666667,0,1,2337,5,4,HTC One_M8,5.0.1(457188.4),21,0,30,5,4,5,5,5,5
